	cusip	industry	name	sector	stocksymbol
6330	47804L102	n/a	JOHN HANCOCK HDG EQ & INC FD	n/a	NYSE:HEQ
6331	47804G103		JOHN MARSHALL BANK		
6332	47816010		JOHNSON & JOHNSON		
6333	478160104	Major Pharmaceuticals	JOHNSON & JOHNSON	Health Care	NYSE:JNJ
6334	478366107	Industrial Specialties	JOHNSON CTLS INC	Consumer Durables	NYSE:JCI
6335	479142507		JOHNSON MATTHEY PLC - SPON ADR		
6336	479167108	Recreational Products/Toys	JOHNSON OUTDOORS INC	Consumer Non-Durables	NASDAQ:JOUT
6337	47973J102	Multi-Sector Companies	JOINT CORP	Miscellaneous	NASDAQ:JYNT
6338	48019R108	Oil & Gas Production	JONES ENERGY INC	Energy	NYSE:JONE
6339	48020Q107	Real Estate	JONES LANG LASALLE INC	Finance	NYSE:JLL
6340	48021R203		JONES LANG LASALLE INC PPTY T		
6341	481165108	Industrial Machinery/Components	JOY GLOBAL INC	Energy	NYSE:JOY
6342	46643C109	Oil Refining/Marketing	JP ENERGY PARTNERS LP	Energy	NYSE:JPEP
6343	4812C1686		JP MORGAN		
6344	48127HAA7		JP MORGAN CHASE		
6345	4812CO803		JP MORGAN HIGH YLD BD		
6346	4812C1512		JP MORGAN LARGE CAP VALUE FUND		
6347	4812C1488		JP MORGAN LARGE CAP VALUE FUND		
6348	339128100		JP MORGAN MID CAP VALUE FUND I #758		
6349	46637G124		JP MORGAN PFD 5.45% SER P		
6350	48121A290		JP MORGAN UNCONSTRAINED DEBT SELECT		
6351	4812A1845		JP MORGAN US EQUITY SELECT		
6352	4812C0530		JPM LGCP GRW SEL		
6353	46646EFZ0		JPM S&P 500 NT DUE 12/6/18		
6354	48126HAA8		JPMORGAN 6.0% PERP/CALL 8/23 -		
6355	46625HHA1		JPMORGAN 7.9% PERP/CALL 4/18 -		
6356	48127V827		JPMORGAN C		
6357	46625H900		JPMORGAN CHASE & CO		
6358	46625HHL7		JPMORGAN CHASE & CO		
6359	46634E114		JPMORGAN CHASE & CO		
6360	46625H365		JPMORGAN CHASE & CO		
6361	46625H36		JPMORGAN CHASE & CO		
6362	48127A161		JPMORGAN CHASE & CO		
6363	46625H10		JPMORGAN CHASE & CO		
6364	46625H100	Major Banks	JPMORGAN CHASE & CO	Finance	NYSE:JPM
6365	48127FAA1		JPMORGAN CHASE & CO.		
6366	481246700		JPMORGAN CHASE & CO. 6.3% PFD		
6367	48127R578		JPMORGAN CHASE & COMPANY PFD		
6368	48126E750		JPMORGAN CHASE 5.500% SER 0		
6369	48127X542		JPMORGAN CHASE 6.1% PFD		
6370	48126T104		JPMORGAN CHINA REGION FD INC		
6371	46637K513		JPMORGAN GL RESEARCH ENHANCED		
6372	4812C1330		JPMORGAN SHORT DURATION BOND SELECT		
6373	4812A0441		JPMORGAN TR I INTERM TF BD S		
6374	4812A1654		JPMORGAN TR I TAX AW DISC IN		
6375	4812A2389		JPMORGAN TR I US LARGE SEL		
6376	4812C0662		JPMORGAN US GOVT  MMKT FD		
6377	48127R461		JPMORGANCHASE 6.125% PERP CALL		
6378	46645Q106		JRJR33 INC		
6379	46632X106		JSR CORP ADR		
6380	H4414N103		JULIUS BAER GROUP LRD ORD.		
6381	48137C108		JULIUS BAER GROUP LTD		
6382	48138L107	Other Specialty Stores	JUMEI INTL HLDG LTD	Consumer Services	NYSE:JMEI
6383	5545670		JUNGHEINRICH AG PREF   JUN3 GY		
6384	482016102		JUNIATA VALLEY NATL BK      COM		
6385	48203R104	Computer Communications Equipment	JUNIPER NETWORKS INC	Technology	NYSE:JNPR
6386	48203RAG9		JUNIPER NETWORKS INC		
6387	48203R10		JUNIPER NETWORKS INC		
6388	48203L107	Major Pharmaceuticals	JUNIPER PHARMACEUTICALS INC	Health Care	NASDAQ:JNP
6389	48205A109	Biotechnology: Biological Products (No Diagnostic Substances)	JUNO THERAPEUTICS INC	Health Care	NASDAQ:JUNO
6390	B53P200		JUPITER FUND MANAGEMENT		
6391	48213U105		JUST EAT PLC - UNSP ADR		
6392	48213W10		JUST ENERGY GROUP INC		
6393	B63MCN1		JUST ENERGY GROUP INC		
6394	48213W101	Oil/Gas Transmission	JUST ENERGY GROUP INC	Public Utilities	NYSE:JE
6395	48265W108		K&S AG - SPON ADR		
6396	48273U10		K12 INC		
6397	48273U102	Other Consumer Services	K12 INC	Consumer Services	NYSE:LRN
6398	48273J107	Medical/Dental Instruments	K2M GROUP HLDGS INC	Health Care	NASDAQ:KTWO
6399	48282T10		KADANT INC		
6400	48282T104	Industrial Machinery/Components	KADANT INC	Technology	NYSE:KAI
6401	483007704	Metal Fabrications	KAISER ALUMINUM CORP	Capital Goods	NASDAQ:KALU
6402	48300770		KAISER ALUMINUM CORP		
6403	483111209		KAJIMA CORP - UNSPON ADR		
6404	B7311V6		KALBE FARMA TBK PT		
6405	M6240T109	Major Pharmaceuticals	KAMADA LTD	Health Care	NASDAQ:KMDA
6406	483548103	Industrial Specialties	KAMAN CORP	Consumer Durables	NYSE:KAMN
6407	483709101	Auto Manufacturing	KANDI TECHNOLOGIES GROUP INC	Capital Goods	NASDAQ:KNDI
6408	484836200		KANSAS CITY LIFE INS CO		
6409	484836101	Life Insurance	KANSAS CITY LIFE INS CO	Finance	NASDAQ:KCLI
6410	485170302	Railroads	KANSAS CITY SOUTHERN	Transportation	NYSE:KSU
6411	485537302		KAO CORP-SPONSORED ADR		
6412	48562P103	Paper	KAPSTONE PAPER & PACKAGING C	Basic Industries	NYSE:KS
6413	48238T109	Automotive Aftermarket	KAR AUCTION SVCS INC	Consumer Durables	NYSE:KAR
6414	48576U106	Major Pharmaceuticals	KARYOPHARM THERAPEUTICS INC	Health Care	NASDAQ:KPTI
6415	6888794		KASIKORNBANK PCL-FOREIGN		
6416	485785109		KASIKORNBANK PCL-UNSPON ADR		
6417	485865109	Apparel	KATE SPADE & CO	Consumer Non-Durables	NYSE:KATE
6418	48660Q102	n/a	KAYNE ANDERSON ENERGY DEV CO	n/a	NYSE:KED
6419	48660P104	n/a	KAYNE ANDERSON ENRGY TTL RT	n/a	NYSE:KYE
6420	48661E108	n/a	KAYNE ANDERSON MDSTM ENERGY	n/a	NYSE:KMF
6421	486606106	n/a	KAYNE ANDERSON MLP INVT CO	n/a	NYSE:KYN
6422	486606601		KAYNE ANDERSON PFD 3.5%		
6423	48241A105	Commercial Banks	KB FINANCIAL GROUP INC	Finance	NYSE:KB
6424	48241A10		KB FINANCIAL GROUP INC		
6425	48666K109	Homebuilding	KB HOME	Capital Goods	NYSE:KBH
6426	48666KAS8		KB HOME		
6427	48242W106	Military/Government/Technical	KBR INC	Basic Industries	NYSE:KBR
6428	Y46002104		KBS FASHION GROUP LTD		
6429	48243C109		KBS REAL ESTATE INV TRUST II		
6430	48668E101		KCAP FINL INC		
6431	48668E200	n/a	KCAP FINL INC SR NTEXP 09/30/19 7.3750%CALLABLE 09/30/15@25	n/a	NYSE:KAP
6432	48244B10		KCG HLDGS INC		
6433	48244B100	Investment Bankers/Brokers/Service	KCG HLDGS INC	Finance	NYSE:KCG
6434	48667L106		KDDI CORP		
6435	6248990		KDDI CORP		
6436	48716P108		KEARNY FINL CORP MD		
6437	487300840		KEELEY M/C DIVIDEND FD		
6438	487300501		KEELEY SMALL CAP VALUE FUND		
6439	48783610		KELLOGG CO		
6440	487836108	Packaged Foods	KELLOGG CO	Consumer Non-Durables	NYSE:K
6441	48815220		KELLY SVCS INC		
6442	488152208	Professional Services	KELLY SVCS INC	Technology	NASDAQ:KELYA
6443	488152307	Professional Services	KELLY SVCS INC	Technology	NASDAQ:KELYB
6444	48826D201		KELSO TECHNOLOGIES INC		
6445	488360207	Electrical Products	KEMET CORP	Capital Goods	NYSE:KEM
6446	488401100		KEMPER CORP DEL		
6447	488401209	Property-Casualty Insurers	KEMPER CORPORA 7.375%PFD DUE 0	Finance	NYSE:KMPA
6448	488445107	Major Pharmaceuticals	KEMPHARM INC	Health Care	NASDAQ:KMPH
6449	489170100	Industrial Machinery/Components	KENNAMETAL INC	Capital Goods	NYSE:KMT
6450	48917010		KENNAMETAL INC		
6451	489398107	Real Estate	KENNEDY-WILSON HLDGS INC	Finance	NYSE:KW
6452	Y46717107	Marine Transportation	KENON HLDGS LTD	Consumer Services	NYSE:KEN
6453	491203105		KENTUCKY BANCSHARES INC		
6454	491292108	Savings Institutions	KENTUCKY FIRST FED BANCORP	Finance	NASDAQ:KFFB
6455	492386AU1		KERR-MCGEE CORP		
6456	492460100		KERRY GROUP PLC - SPON ADR		
6457	492515101	Major Pharmaceuticals	KERYX BIOPHARMACEUTICALS INC	Health Care	NASDAQ:KERX
6458	492854104	Medical Specialities	KEWAUNEE SCIENTIFIC CORP	Capital Goods	NASDAQ:KEQU
6459	493026108		KEWEENAW LD ASSN LTD COM		
6460	493054100		KEWPIE CORPORATION		
6461	492914106	Oilfield Services/Equipment	KEY ENERGY SVCS INC	Energy	NYSE:KEG
6462	493143101	Industrial Machinery/Components	KEY TECHNOLOGY INC	Technology	NASDAQ:KTEC
6463	493144109		KEY TRONICS CORP		
6464	493267108	Major Banks	KEYCORP NEW	Finance	NYSE:KEY
6465	493267405		KEYCORP NEW		
6466	49326710		KEYCORP NEW		
6467	6490995		KEYENCE CORP		
6468	J32491102		KEYENCE CORP ORD F		
6469	493271100		KEYERA CORP		
6470	49338L10		KEYSIGHT TECHNOLOGIES INC		
6471	49338L103	Industrial Machinery/Components	KEYSIGHT TECHNOLOGIES INC	Capital Goods	NYSE:KEYS
6472	493723100	EDP Services	KEYW HLDG CORP	Technology	NASDAQ:KEYW
6473	493723AA8		KEYW HLDG CORP		
6474	493732101	Professional Services	KFORCE INC	Technology	NASDAQ:KFRC
6475	49427F108	Real Estate Investment Trusts	KILROY RLTY CORP	Consumer Services	NYSE:KRC
6476	49427F801		KILROY RLTY CORP PFD H 6.375%		
6477	49428J109	Electrical Products	KIMBALL ELECTRONICS INC	Technology	NASDAQ:KE
6478	49428J10		KIMBALL ELECTRONICS INC		
6479	494274103	Home Furnishings	KIMBALL INTL INC	Consumer Durables	NASDAQ:KBAL
6480	49427410		KIMBALL INTL INC		
6481	494368103	Containers/Packaging	KIMBERLY CLARK CORP	Consumer Durables	NYSE:KMB
6482	49436810		KIMBERLY CLARK CORP		
6483	494368AS2		KIMBERLY-CLARK CORP		
6484	494386204		KIMBERLY-CLARK DE MEXICO - ADR		
6485	49446R745		KIMCO REALTY 5.625%		
6486	49446R794		KIMCO REALTY 6.00% SERIES I		
6487	49446R109	Real Estate Investment Trusts	KIMCO RLTY CORP	Consumer Services	NYSE:KIM
6488	49446R778		KIMCO RLTY CORP DEP 1/1000 PFD		
6489	49455P101		KINDER MORGAN INC		
6490	49456B10		KINDER MORGAN INC		
6491	49456B200		KINDER MORGAN INC DEL		
6492	49456B101	Natural Gas Distribution	KINDER MORGAN INC DEL	Public Utilities	NYSE:KMI
6493	49456B119		KINDER MORGAN INC DEL		
6494	49455106		KINDER MORGAN INC.		
6495	49455B101		KINDER MORGAN INC.		
6496	494577109	Major Pharmaceuticals	KINDRED BIOSCIENCES INC	Health Care	NASDAQ:KIN
6497	494580103	Hospital/Nursing Management	KINDRED HEALTHCARE INC	Health Care	NYSE:KND
6498	495724403		KINGFISHER PLC		
6499	49579A204	Business Services	KINGOLD JEWELRY INC	Miscellaneous	NASDAQ:KGJI
6500	496719105		KINGSTONE COS INC		
6501	496904202		KINGSWAY FINL SVCS INC		
6502	496902206		KINROSS GOLD		
6503	49690240		KINROSS GOLD CORP		
6504	B03Z841		KINROSS GOLD CORP		
6505	496902404	Precious Metals	KINROSS GOLD CORP	Basic Industries	NYSE:KGC
6506	497266106	Marine Transportation	KIRBY CORP	Consumer Services	NYSE:KEX
6507	497350306		KIRIN HOLDINGS CO-SPON ADR		
6508	497498105	Other Specialty Stores	KIRKLANDS INC	Consumer Services	NASDAQ:KIRK
6509	49803L109	Biotechnology: Biological Products (No Diagnostic Substances)	KITE PHARMA INC	Health Care	NASDAQ:KITE
6510	49803T30		KITE RLTY GROUP TR		
6511	49803T300	Real Estate Investment Trusts	KITE RLTY GROUP TR	Consumer Services	NYSE:KRG
6512	49803T102		KITE RLTY GROUP TR		
6513	49803V107		KITOV PHARMACEUTICALS HLDGS		
6514	49803V115		KITOV PHARMACEUTICALS HLDGS		
6515	48248M102	Investment Managers	KKR & CO L P DEL	Finance	NYSE:KKR
6516	48248M201		KKR & CO L P DEL PFD UNIT SER		
6517	48248M300		KKR CO LP		
6518	48248A504	Finance: Consumer Services	KKR FINANCIAL 7.50% SRNTS CALL	Finance	NYSE:KFI
6519	48248A405	Finance: Consumer Services	KKR FINANCIAL 8.375%SRNTS CALL	Finance	NYSE:KFH
6520	48249T106	n/a	KKR INCOME OPPORTUNITIES FD	n/a	NYSE:KIO
6521	482480AC4		KLA TENCOR CO		
6522	482480100	Electronic Components	KLA-TENCOR CORP	Capital Goods	NASDAQ:KLAC
6523	48248010		KLA-TENCOR CORP		
6524	48STK9971		KLA-TENCOR CORP COM COM		
6525	49834M100		KLABIN SA SPONS ADR		
6526	498696103		KLONDEX MNS LTD		
6527	49869610		KLONDEX MNS LTD		
6528	49877M116		KLR ENERGY ACQUISITION CORP		
6529	49877M108		KLR ENERGY ACQUISITION CORP		
6530	49877M207		KLR ENERGY ACQUISITION CORP		
6531	482539103	Aerospace	KLX INC	Capital Goods	NASDAQ:KLXI
6532	482564101	Major Chemicals	KMG CHEMICALS INC	Basic Industries	NYSE:KMG
6533	499064103	Trucking Freight/Courier Services	KNIGHT TRANSN INC	Transportation	NYSE:KNX
6534	498904200	Office Equipment/Supplies/Services	KNOLL INC	Consumer Durables	NYSE:KNL
6535	49890420		KNOLL INC		
6536	Y48125101	Marine Transportation	KNOT OFFSHORE PARTNERS LP	Consumer Services	NYSE:KNOP
6537	49926DAA7		KNOWLES CORP		
6538	49926D109	Consumer Electronics/Appliances	KNOWLES CORP	Consumer Non-Durables	NYSE:KN
6539	499892107		KOBE STEEL LTD ADR SPONSORED ADR		
6540	49989A109		KOC HLDG ADR		
6541	500255104	Department/Specialty Retail Stores	KOHLS CORP	Consumer Services	NYSE:KSS
6542	500458401		KOMATSU LTD		
6543	5956078		KON KPN NV		
6544	50047H201	Restaurants	KONA GRILL INC	Consumer Services	NASDAQ:KONA
6545	50046R101		KONAMI CORP		
6546	50048H101		KONE OYJ-B-UNSPONSORED ADR		
6547	50047P104	Telecommunications Equipment	KONGZHONG CORP	Technology	NASDAQ:KZ
6548	50047P10		KONGZHONG CORP		
6549	50048B104		KONICA MINOLTA HLDGS INC - ADR		
6550	500467501		KONINKLIJKE AHOLD DELHAIZE NV		
6551	500467105		KONINKLIJKE AHOLD NV-SP ADR		
6552	780249108		KONINKLIJKE DSM NV-SPONS ADR		
6553	50047230		KONINKLIJKE PHILIPS N V		
6554	500472303		KONINKLIJKE PHILIPS N V		
6555	5986622		KONINKLIJKE PHILIPS NV		
6556	500600101	Semiconductors	KOPIN CORP	Technology	NASDAQ:KOPN
6557	50060P106	Forest Products	KOPPERS HOLDINGS INC	Basic Industries	NYSE:KOP
6558	50060P10		KOPPERS HOLDINGS INC		
6559	500631106		KOREA ELECTRIC PWR		
6560	50063110		KOREA ELECTRIC PWR		
6561	50063B104	n/a	KOREA EQUITY FD INC	n/a	NYSE:KEF
6562	500634209		KOREA FD		
6563	500643200	Diversified Commercial Services	KORN FERRY INTL	Technology	NYSE:KFY
6564	M6372Q113	Industrial Machinery/Components	KORNIT DIGITAL LTD	Capital Goods	NASDAQ:KRNT
6565	6194468		KOSE CORPORATION		
6566	G5315B10		KOSMOS ENERGY LTD		
6567	B53HHH8		KOSMOS ENERGY LTD		
6568	G5315B107	Oil & Gas Production	KOSMOS ENERGY LTD	Energy	NYSE:KOS
6569	500692108	Consumer Electronics/Appliances	KOSS CORP	Consumer Non-Durables	NASDAQ:KOSS
6570	50076Q106		KRAFT FOODS GROUP INC		
6571	50075410		KRAFT HEINZ CO		
6572	500764106		KRAFT HEINZ CO		
6573	500754106	Packaged Foods	KRAFT HEINZ CO	Consumer Non-Durables	NASDAQ:KHC
6574	500767207		KRANESHARES TR		
6575	500767306	n/a	KRANESHARES TR	n/a	NASDAQ:KWEB
6576	500767405		KRANESHARES TR		
6577	500767702		KRANESHARES TR		
6578	500767801		KRANESHARES TR		
6579	50077C106	Major Chemicals	KRATON PERFORMANCE POLYMERS	Basic Industries	NYSE:KRA
6580	50077C10		KRATON PERFORMANCE POLYMERS		
6581	50077B207	Military/Government/Technical	KRATOS DEFENSE & SEC SOLUTIO	Capital Goods	NASDAQ:KTOS
6582	501044101	Food Chains	KROGER CO	Consumer Services	NYSE:KR
6583	50104410		KROGER CO		
6584	50105F105	Major Chemicals	KRONOS WORLDWIDE INC	Basic Industries	NYSE:KRO
6585	501102107		KRUNG THAI BK PUB CO L ADR		
6586	48268K101	Telecommunications Equipment	KT CORP	Public Utilities	NYSE:KT
6587	48268K10		KT CORP		
6588	Y49904108		KT&G CORP. - LOCAL		
6589	6497509		KUBOTA CORP		
6590	501173207		KUBOTA CORP ADR		
6591	501187108		KUEHNE & NAGEL INTL AG ADR		
6592	501242101	Semiconductors	KULICKE & SOFFA INDS INC	Technology	NASDAQ:KLIC
6593	50127T109		KURA ONCOLOGY INC		
6594	50127R103		KURARAY CO LTD ADR		
6595	482738101	Radio And Television Broadcasting And Communications Equipment	KVH INDS INC	Technology	NASDAQ:KVHI
6596	501556203	Semiconductors	KYOCERA CORP	Technology	NYSE:KYO
6597	532716AS6		L BRANDS INC		
6598	501797104		L BRANDS INC		
6599	502117203		L'OREAL-UNSPONSORED ADR		
6600	502424104	Radio And Television Broadcasting And Communications Equipment	L-3 COMMUNICATIONS HLDGS INC	Technology	NYSE:LLL
6601	503459604		LA JOLLA PHARMACEUTICAL CO		
6602	50420D108	Hotels/Resorts	LA QUINTA HLDGS INC	Consumer Services	NYSE:LQ
6603	505336107	Home Furnishings	LA Z BOY INC	Consumer Durables	NYSE:LZB
6604	505346106		LAACO LTD. LP		
6605	50540R40		LABORATORY CORP AMER HLDGS		
6606	50540R409	Medical Specialities	LABORATORY CORP AMER HLDGS	Health Care	NYSE:LH
6607	50540RAG7		LABORATORY CORP AMER HLDGS		
6608	505440107		LABRADOR IRON ORE RLTY		
6609	505597104	Oil/Gas Transmission	LACLEDE GROUP INC	Public Utilities	NYSE:LG
6610	505597500		LACLEDE GROUP INC		
6611	505730101		LADBROKES PLC-ADR		
6612	505743104	Real Estate	LADDER CAP CORP	Finance	NYSE:LADR
6613	50575Q102		LADENBURG THALMAN FIN SVCS I		
6614	50586V108		LAFARGEHOLCIM LTD-UNSP ADR		
6615	510700107		LAKE SHORE BANCORP INC		
6616	510866106		LAKE SUNAPEE BK GROUP		
6617	511637100	Major Banks	LAKELAND BANCORP INC	Finance	NASDAQ:LBAI
6618	511656100	Major Banks	LAKELAND FINL CORP	Finance	NASDAQ:LKFN
6619	511795106	Industrial Specialties	LAKELAND INDS INC	Health Care	NASDAQ:LAKE
6620	51280710		LAM RESEARCH CORP		
6621	512807AL2		LAM RESEARCH CORP		
6622	512807108	Industrial Machinery/Components	LAM RESEARCH CORP	Technology	NASDAQ:LRCX
6623	512815101	Real Estate Investment Trusts	LAMAR ADVERTISING CO	Consumer Services	NASDAQ:LAMR
6624	51281610		LAMAR ADVERTISING CO NEW		
6625	512816109		LAMAR ADVERTISING CO NEW		
6626	513847103	Packaged Foods	LANCASTER COLONY CORP	Consumer Non-Durables	NASDAQ:LANC
6627	51384710		LANCASTER COLONY CORP		
6628	514665AA6		LAND O LAKES CAP TRST I		
6629	51476K103	Industrial Machinery/Components	LANDAUER INC	Capital Goods	NYSE:LDR
6630	51476W206		LANDCADIA HLDGS INC		
6631	51476610		LANDEC CORP		
6632	514766104	Major Chemicals	LANDEC CORP	Basic Industries	NASDAQ:LNDC
6633	51504L107	Major Banks	LANDMARK BANCORP INC	Finance	NASDAQ:LARK
6634	51508J108	Real Estate	LANDMARK INFRASTRUCTURE LP	Consumer Services	NASDAQ:LMRK
6635	51509F105	Clothing/Shoe/Accessory Stores	LANDS END INC NEW	Consumer Services	NASDAQ:LE
6636	515098101	Trucking Freight/Courier Services	LANDSTAR SYS INC	Transportation	NASDAQ:LSTR
6637	516012101	Major Pharmaceuticals	LANNET INC	Health Care	NYSE:LCI
6638	516544103	Biotechnology: In Vitro & In Vivo Diagnostic Substances	LANTHEUS HLDGS INC	Health Care	NASDAQ:LNTH
6639	516548203	Computer Communications Equipment	LANTRONIX INC	Technology	NASDAQ:LTRX
6640	B05M8B7		LANXESS AG		
6641	516806106	Oil & Gas Production	LAREDO PETROLEUM INC	Energy	NYSE:LPI
6642	517834107	Hotels/Resorts	LAS VEGAS SANDS CORP	Consumer Services	NYSE:LVS
6643	517942702		LASALLE HOTEL 7.50% PERP CUM C		
6644	517942108	Real Estate Investment Trusts	LASALLE HOTEL PPTYS	Consumer Services	NYSE:LHO
6645	51817R106	Air Freight/Delivery Services	LATAM AIRLS GROUP S A	Transportation	NYSE:LFL
6646	51827Q106		LATIN AMER EQUITY FD NEW		
6647	51828C106	n/a	LATIN AMERN DISCOVERY FD INC	n/a	NYSE:LDF
6648	518415104	Semiconductors	LATTICE SEMICONDUCTOR CORP	Technology	NASDAQ:LSCC
6649	518416409		LATTICE STRATEGIES TR		
6650	518416201		LATTICE STRATEGIES TR		
6651	518416508		LATTICE STRATEGIES TR		
6652	518416102		LATTICE STRATEGIES TR		
6653	518439104	Package Goods/Cosmetics	LAUDER ESTEE COS INC	Consumer Non-Durables	NYSE:EL
6654	51843910		LAUDER ESTEE COS INC		
6655	51855Q549		LAUDUS GROWTH INVESTORS		
6656	808509640		LAUDUS INT'L MRKTMASTERS INST		
6657	808509889		LAUDUS INT'L MRKTMASTERS INV		
6658	520776105	Industrial Specialties	LAWSON PRODS INC	Consumer Durables	NASDAQ:LAWS
6659	521050104	Engineering & Construction	LAYNE CHRISTENSEN CO	Basic Industries	NASDAQ:LAYN
6660	521050AB0		LAYNE CHRISTENSEN CO		
6661	521050AD6		LAYNE CHRISTENSEN CO		
6662	52106N392		LAZARD EMERGING MARKETS EQUITY		
6663	52106N889		LAZARD EMERGING MARKETS EQUITY FUND  (638)		
6664	52106N764		LAZARD FDS INC EMERG MKT RETL		
6665	52106N418		LAZARD FDS INC EMKTS EQBL OPN		
6666	52106W103	n/a	LAZARD GLB TTL RET&INCM FD I	n/a	NYSE:LGI
6667	52106N442		LAZARD GLOBAL LISTED		
6668	G5405010		LAZARD LTD		
6669	G54050102	Investment Managers	LAZARD LTD	Finance	NYSE:LAZ
6670	021260622		LAZARD LTD-CL A		
6671	B081VQ7		LAZARD LTD-CL A		
6672	521076109	n/a	LAZARD WORLD DIVID & INCOME	n/a	NYSE:LOR
6673	50181P100	Major Banks	LCNB CORP	Finance	NASDAQ:LCNB
6674	52170U207	Beverages (Production/Distribution)	LEADING BRANDS INC	Consumer Non-Durables	NASDAQ:LBIX
6675	52186520		LEAR CORP		
6676	521865105		LEAR CORP		
6677	521865204	Auto Parts:O.E.M.	LEAR CORP	Capital Goods	NYSE:LEA
6678	523338101		LEDYARD FINANCIAL GROUP, INC.		
6679	523352102		LEE & MAN PAPER MFG LTD ADR		
6680	523768109	Newspapers/Magazines	LEE ENTERPRISES INC	Consumer Services	NYSE:LEE
6681	524707304	Oil & Gas Production	LEGACY RESERVES LP	Energy	NASDAQ:LGCY
6682	52471Y106	Savings Institutions	LEGACY TEX FINL GROUP INC	Finance	NASDAQ:LTXB
6683	52463H103		LEGAL & GEN GROUP -SPON ADR		
6684	52469B100	n/a	LEGG MASON BW GLB INC OPP FD	n/a	NYSE:BWG
6685	52468L406		LEGG MASON ETF EQUITY TR		
6686	52468L109		LEGG MASON ETF EQUITY TR		
6687	52468L208		LEGG MASON ETF EQUITY TR		
6688	524901105	Investment Managers	LEGG MASON INC	Finance	NYSE:LM
6689	524660107	Home Furnishings	LEGGETT & PLATT INC	Consumer Durables	NYSE:LEG
6690	525ESC331		LEHMAN BROTHERS HOLDING INC		
6691	525ESC323		LEHMAN BROTHERS HOLDING INC		
6692	525327102	EDP Services	LEIDOS HLDGS INC	Technology	NYSE:LDOS
6693	50187J108	Real Estate	LEJU HLDGS LTD	Finance	NYSE:LEJU
6694	525558201		LEMAITRE VASCULAR INC		
6695	52603A109	Finance: Consumer Services	LENDINGCLUB CORP	Finance	NYSE:LC
6696	52603B107		LENDINGTREE INC NEW		
6697	651200408		LENDLEASE GROUP		
6698	526057104	Homebuilding	LENNAR CORP	Basic Industries	NYSE:LEN
6699	526057302	Homebuilding	LENNAR CORP	Basic Industries	NYSE:LEN.B
6700	526107107	Industrial Machinery/Components	LENNOX INTL INC	Capital Goods	NYSE:LII
6701	526250105		LENOVO GROUP LTD		
6702	Y5257Y107		LENOVO GROUP LTD		
6703	526867106		LESCARDEN INC		
6704	527288104	Meat/Poultry/Fish	LEUCADIA NATL CORP	Consumer Non-Durables	NYSE:LUK
6705	527289300		LEUTHOLD FDS INC GRIZZLY SHORT		
6706	52729N100		LEVEL 3 COMMUNICATIONS		
6707	52729N308	Telecommunications Equipment	LEVEL 3 COMMUNICATIONS INC	Public Utilities	NYSE:LVLT
6708	52729N30		LEVEL 3 COMMUNICATIONS INC		
6709	52887230		LEXICON PHARMACEUTICALS INC		
6710	528872302	Major Pharmaceuticals	LEXICON PHARMACEUTICALS INC	Health Care	NASDAQ:LXRX
6711	528872AB0		LEXICON PHARMACEUTICALS INC		
6712	529043309		LEXINGTON REALTY TRUST		
6713	529043101	Real Estate Investment Trusts	LEXINGTON REALTY TRUST	Consumer Services	NYSE:LXP
6714	529772AE5		LEXMARK INTL		
6715	529771107	Computer Manufacturing	LEXMARK INTL NEW	Technology	NYSE:LXK
6716	50186V10		LG DISPLAY CO LTD		
6717	50186V102	Industrial Machinery/Components	LG DISPLAY CO LTD	Capital Goods	NYSE:LPL
6718	50187TAB2		LGI HOMES INC		
6719	50187T106	Homebuilding	LGI HOMES INC	Capital Goods	NASDAQ:LGIH
6720	50186A108		LGL GROUP INC		
6721	50187A107	Medical/Nursing Services	LHC GROUP INC	Health Care	NASDAQ:LHCG
6722	501897102		LI & FUND LTD		
6723	529898108		LIBBEY INC		
6724	530158104	n/a	LIBERTY ALL STAR EQUITY FD	n/a	NYSE:USA
6725	529900102	n/a	LIBERTY ALL-STAR GROWTH FD I	n/a	NYSE:ASG
6726	530233105		LIBERTY BELL BKCHERRY HILL NJ COM		
6727	530307305	Television Services	LIBERTY BROADBAND CORP	Consumer Services	NASDAQ:LBRDK
6728	530307107		LIBERTY BROADBAND CORP		
6729	GB00B8W67		LIBERTY GLOBAL CL A		
6730	530555101		LIBERTY GLOBAL INC		
